open_time_ms,open_time_utc,open,high,low,close,volume,close_time_ms,close_time_utc,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume
1736812800000,2025-01-14T00:00:00Z,3137.51000000,3175.51000000,3125.65000000,3158.87000000,49686.96860000,1736827199999,2025-01-14T03:59:59.999000Z,156526207.22989600,392621,23804.44980000,74985545.52972700
1736827200000,2025-01-14T04:00:00Z,3158.87000000,3190.07000000,3158.18000000,3171.53000000,34578.93510000,1736841599999,2025-01-14T07:59:59.999000Z,109735491.47205100,241884,16160.33310000,51289124.45497900
1736841600000,2025-01-14T08:00:00Z,3171.53000000,3256.67000000,3169.41000000,3217.62000000,81942.49050000,1736855999999,2025-01-14T11:59:59.999000Z,263781084.61739900,470617,42935.01410000,138171535.07390500
1736856000000,2025-01-14T12:00:00Z,3217.61000000,3233.27000000,3178.11000000,3199.45000000,120884.53350000,1736870399999,2025-01-14T15:59:59.999000Z,387638599.86776700,663224,54318.70970000,174198084.65299600
1736870400000,2025-01-14T16:00:00Z,3199.45000000,3235.99000000,3172.12000000,3214.38000000,56930.53990000,1736884799999,2025-01-14T19:59:59.999000Z,182469114.73209800,437199,28964.17810000,92872853.21973300
1736884800000,2025-01-14T20:00:00Z,3214.37000000,3240.69000000,3194.86000000,3225.63000000,30284.98410000,1736899199999,2025-01-14T23:59:59.999000Z,97565022.97981500,240740,14660.67570000,47236902.74590400
1736899200000,2025-01-15T00:00:00Z,3225.63000000,3245.77000000,3205.17000000,3240.79000000,53847.02820000,1736913599999,2025-01-15T03:59:59.999000Z,173695810.76579800,358158,24150.67200000,77919520.45538200
1736913600000,2025-01-15T04:00:00Z,3240.80000000,3252.35000000,3215.73000000,3233.30000000,36021.99320000,1736927999999,2025-01-15T07:59:59.999000Z,116429249.80754900,233254,16682.04560000,53932835.49833600
1736928000000,2025-01-15T08:00:00Z,3233.30000000,3248.55000000,3186.36000000,3199.60000000,41139.01920000,1736942399999,2025-01-15T11:59:59.999000Z,132216329.23730900,284682,17913.52350000,57563792.31756800
1736942400000,2025-01-15T12:00:00Z,3199.61000000,3353.82000000,3186.73000000,3334.47000000,167086.54330000,1736956799999,2025-01-15T15:59:59.999000Z,549710851.27474700,888096,89270.21330000,293664622.93713700
1736956800000,2025-01-15T16:00:00Z,3334.47000000,3442.59000000,3323.91000000,3434.99000000,92241.88690000,1736971199999,2025-01-15T19:59:59.999000Z,311156964.47309400,534284,48493.27890000,163721666.90018800
1736971200000,2025-01-15T20:00:00Z,3434.99000000,3473.75000000,3418.40000000,3451.52000000,73851.56320000,1736985599999,2025-01-15T23:59:59.999000Z,254198151.80827400,391014,37471.98500000,129000577.29745700
1736985600000,2025-01-16T00:00:00Z,3451.51000000,3460.79000000,3346.00000000,3363.38000000,80015.62640000,1736999999999,2025-01-16T03:59:59.999000Z,271799709.34421700,438660,35183.42080000,119596376.45872800
1737000000000,2025-01-16T04:00:00Z,3363.38000000,3391.50000000,3362.00000000,3384.30000000,35612.50860000,1737014399999,2025-01-16T07:59:59.999000Z,120251644.03506100,177197,18551.17280000,62669892.55623500
1737014400000,2025-01-16T08:00:00Z,3384.30000000,3385.84000000,3300.21000000,3351.27000000,81969.07160000,1737028799999,2025-01-16T11:59:59.999000Z,273082023.46049300,385028,37347.21020000,124516555.50136800
1737028800000,2025-01-16T12:00:00Z,3351.26000000,3365.16000000,3265.44000000,3333.04000000,143419.30380000,1737043199999,2025-01-16T15:59:59.999000Z,475317259.65327000,772707,71375.10030000,236651920.19089900
1737043200000,2025-01-16T16:00:00Z,3333.02000000,3365.95000000,3310.47000000,3344.81000000,66607.98660000,1737057599999,2025-01-16T19:59:59.999000Z,222425378.81981300,504741,34862.88200000,116436331.40620700
1737057600000,2025-01-16T20:00:00Z,3344.81000000,3354.01000000,3269.00000000,3308.05000000,63658.18170000,1737071999999,2025-01-16T23:59:59.999000Z,210636558.76199700,389174,30350.08600000,100465142.31488400
1737072000000,2025-01-17T00:00:00Z,3308.04000000,3397.66000000,3307.50000000,3361.01000000,97199.42850000,1737086399999,2025-01-17T03:59:59.999000Z,327233233.07477800,474141,51645.29710000,173902436.26649700
1737086400000,2025-01-17T04:00:00Z,3361.01000000,3389.11000000,3347.79000000,3373.14000000,51957.95180000,1737100799999,2025-01-17T07:59:59.999000Z,175008254.75075300,243102,27629.88080000,93087561.14130200
